Consult,AI,ASR,Section,ROUGE-1-F,ROUGE-2-F,ROUGE-L-F,BERT-Score-F1-Raw,BERT-Score-F1,AI_Word_Count,Ref_Word_Count
1,Gemini 1.5 pro,Kaldi_NL,O,0.15,0.0,0.15,0.8199902176856995,-0.06657138466835022,13,31
1,Gemini 1.5 pro,Kaldi_NL,E,0.47826086956521735,0.3181818181818182,0.43478260869565216,0.8926894068717957,0.3641767203807831,17,30
1,Gemini 1.5 pro,Kaldi_NL,P,0.3829787234042553,0.08888888888888889,0.2553191489361702,0.8534275889396667,0.13154754042625427,17,33
2,GPT 3.5 Turbo,Whisper,S,0.3950617283950617,0.1772151898734177,0.24691358024691357,0.8569546341896057,0.15244553983211517,42,43
2,GPT 3.5 Turbo,Whisper,O,0.28571428571428575,0.0425531914893617,0.24489795918367344,0.8426917195320129,0.06793671101331711,30,23
2,GPT 3.5 Turbo,Whisper,E,0.05555555555555555,0.0,0.05555555555555555,0.8484384417533875,0.10198646783828735,22,19
2,GPT 3.5 Turbo,Whisper,P,0.0,0.0,0.0,,,3,30
2,GPT 3.5 Turbo,Speechmatics,S,0.3157894736842105,0.1075268817204301,0.2105263157894737,0.8515596985816956,0.12048014253377914,55,43
2,GPT 3.5 Turbo,Speechmatics,O,0.16,0.0,0.16,0.8405040502548218,0.05497460439801216,7,23
2,GPT 3.5 Turbo,Speechmatics,E,0.2,0.06896551724137931,0.13333333333333333,0.8425678014755249,0.06720248609781265,45,19
2,GPT 3.5 Turbo,Speechmatics,P,0.3368421052631579,0.04301075268817204,0.21052631578947367,0.8464397192001343,0.09014388173818588,63,30
2,GPT 3.5 Turbo,Google,S,0.425,0.1794871794871795,0.25,0.8609743714332581,0.1762627810239792,41,43
2,GPT 3.5 Turbo,Google,O,0.16,0.0,0.16,0.8405040502548218,0.05497460439801216,7,23
2,GPT 3.5 Turbo,Google,E,0.21276595744680854,0.044444444444444446,0.1702127659574468,0.8379895091056824,0.04007576033473015,33,19
2,GPT 3.5 Turbo,Google,P,0.29333333333333333,0.0547945205479452,0.18666666666666668,0.8494158983230591,0.10777796804904938,46,30
2,GPT 3.5 Turbo,Kaldi_NL,S,0.3058823529411765,0.07228915662650603,0.18823529411764706,0.8427504301071167,0.06828457117080688,43,43
2,GPT 3.5 Turbo,Kaldi_NL,O,0.16,0.0,0.16,0.8405040502548218,0.05497460439801216,7,23
2,GPT 3.5 Turbo,Kaldi_NL,E,0.08695652173913045,0.0,0.08695652173913045,0.8083200454711914,-0.13571801781654358,7,19
2,GPT 3.5 Turbo,Kaldi_NL,P,0.2905982905982906,0.052173913043478265,0.20512820512820515,0.8356606960296631,0.026277368888258934,86,30
2,Gemini 1.5 pro,Whisper,S,0.3058823529411765,0.12048192771084337,0.2352941176470588,0.8381454348564148,0.0409996323287487,44,43
2,Gemini 1.5 pro,Whisper,O,0.19444444444444448,0.02857142857142857,0.1388888888888889,0.8285905122756958,-0.015613996423780918,52,23
2,Gemini 1.5 pro,Whisper,E,0.18181818181818185,0.0,0.18181818181818185,0.8577439785003662,0.15712246298789978,29,19
2,Gemini 1.5 pro,Whisper,P,0.3291139240506329,0.07792207792207793,0.22784810126582278,0.8563169836997986,0.14866741001605988,48,30
2,Gemini 1.5 pro,Speechmatics,S,0.3023255813953488,0.11904761904761904,0.23255813953488372,0.8395014405250549,0.04903406649827957,45,43
2,Gemini 1.5 pro,Speechmatics,O,0.1686746987951807,0.02469135802469136,0.12048192771084337,0.8244516849517822,-0.04013685882091522,62,23
2,Gemini 1.5 pro,Speechmatics,E,0.23529411764705885,0.04081632653061224,0.19607843137254904,0.8575708270072937,0.15609653294086456,34,19
2,Gemini 1.5 pro,Speechmatics,P,0.40579710144927544,0.11940298507462686,0.2608695652173913,0.8610139489173889,0.17649728059768677,38,30
2,Gemini 1.5 pro,Google,S,0.2888888888888889,0.06818181818181818,0.22222222222222224,0.830767810344696,-0.0027133433613926172,48,43
2,Gemini 1.5 pro,Google,O,0.18666666666666668,0.027397260273972605,0.13333333333333333,0.8318651914596558,0.003788721514865756,55,23
2,Gemini 1.5 pro,Google,E,0.25,0.0,0.25,0.8562396764755249,0.1482093632221222,18,19
2,Gemini 1.5 pro,Google,P,0.35897435897435903,0.10526315789473682,0.25641025641025644,0.8552365303039551,0.14226564764976501,50,30
2,Gemini 1.5 pro,Kaldi_NL,S,0.4,0.11764705882352941,0.3142857142857143,0.8550214171409607,0.14099109172821045,29,43
2,Gemini 1.5 pro,Kaldi_NL,O,0.15873015873015875,0.03278688524590164,0.12698412698412698,0.821144163608551,-0.05973416939377785,43,23
2,Gemini 1.5 pro,Kaldi_NL,E,0.11764705882352942,0.0,0.0784313725490196,0.8357057571411133,0.0265443604439497,36,19
2,Gemini 1.5 pro,Kaldi_NL,P,0.3333333333333333,0.15625,0.2727272727272727,0.8457707166671753,0.08617999404668808,35,30
3,GPT 3.5 Turbo,Whisper,S,0.39344262295081966,0.20338983050847456,0.36065573770491804,0.860971987247467,0.17624865472316742,36,31
3,GPT 3.5 Turbo,Whisper,O,0.22857142857142856,0.0,0.17142857142857143,0.8435479402542114,0.07300987839698792,19,21
3,GPT 3.5 Turbo,Whisper,E,0.27586206896551724,0.03571428571428572,0.20689655172413793,0.8541527390480042,0.13584409654140472,39,25
3,GPT 3.5 Turbo,Whisper,P,0.34782608695652173,0.14925373134328357,0.17391304347826086,0.8377936482429504,0.03891526907682419,40,31
3,GPT 3.5 Turbo,Speechmatics,S,0.4615384615384615,0.24000000000000002,0.423076923076923,0.8751466274261475,0.26023444533348083,26,31
3,GPT 3.5 Turbo,Speechmatics,O,0.3,0.0,0.25,0.8537240624427795,0.133304163813591,25,21
3,GPT 3.5 Turbo,Speechmatics,E,0.22222222222222224,0.0,0.15873015873015872,0.8452539443969727,0.08311808109283447,43,25
3,GPT 3.5 Turbo,Speechmatics,P,0.24657534246575344,0.08450704225352113,0.16438356164383558,0.824472963809967,-0.04001078009605408,43,31
3,GPT 3.5 Turbo,Google,S,0.37500000000000006,0.1935483870967742,0.34375,0.8616998791694641,0.18056146800518036,36,31
3,GPT 3.5 Turbo,Google,O,0.326530612244898,0.0851063829787234,0.24489795918367346,0.8559830784797668,0.14668899774551392,35,21
3,GPT 3.5 Turbo,Google,E,0.2033898305084746,0.035087719298245605,0.1694915254237288,0.8460894823074341,0.08806870877742767,41,25
3,GPT 3.5 Turbo,Google,P,0.3380281690140845,0.14492753623188406,0.22535211267605634,0.8369715809822083,0.03404445946216583,42,31
3,GPT 3.5 Turbo,Kaldi_NL,S,0.45161290322580644,0.23333333333333334,0.3548387096774193,0.8682970404624939,0.21965014934539795,37,31
3,GPT 3.5 Turbo,Kaldi_NL,O,0.35,0.052631578947368425,0.25,0.8549706935882568,0.14069055020809174,24,21
3,GPT 3.5 Turbo,Kaldi_NL,E,0.20895522388059704,0.0,0.14925373134328357,0.8451672196388245,0.08260422945022583,47,25
3,GPT 3.5 Turbo,Kaldi_NL,P,0.27906976744186046,0.09523809523809525,0.13953488372093023,0.8350381851196289,0.02258894592523575,58,31
3,Gemini 1.5 pro,Whisper,S,0.33333333333333337,0.17073170731707316,0.2619047619047619,0.8589742183685303,0.164411723613739,56,31
3,Gemini 1.5 pro,Whisper,O,0.16,0.0,0.08,0.8311330080032349,-0.0005495200166478753,9,21
3,Gemini 1.5 pro,Whisper,E,0.21621621621621623,0.02777777777777778,0.13513513513513514,0.8343378901481628,0.01843964494764805,53,25
3,Gemini 1.5 pro,Whisper,P,0.3,0.1282051282051282,0.25,0.8555036783218384,0.14384852349758148,50,31
3,Gemini 1.5 pro,Speechmatics,S,0.3513513513513514,0.19444444444444448,0.29729729729729726,0.8616675734519958,0.18037006258964539,46,31
3,Gemini 1.5 pro,Speechmatics,O,0.16,0.0,0.08,0.8311330080032349,-0.0005495200166478753,9,21
3,Gemini 1.5 pro,Speechmatics,E,0.25,0.0,0.16666666666666666,0.8358142971992493,0.027187468484044075,52,25
3,Gemini 1.5 pro,Speechmatics,P,0.35000000000000003,0.10256410256410256,0.225,0.8395561575889587,0.049358271062374115,54,31
3,Gemini 1.5 pro,Google,S,0.35443037974683544,0.18181818181818185,0.2784810126582279,0.863364577293396,0.19042493402957916,51,31
3,Gemini 1.5 pro,Google,O,0.16,0.0,0.08,0.8311330080032349,-0.0005495200166478753,9,21
3,Gemini 1.5 pro,Google,E,0.2222222222222222,0.028571428571428567,0.1388888888888889,0.8354270458221436,0.02489297464489937,51,25
3,Gemini 1.5 pro,Google,P,0.3058823529411765,0.0963855421686747,0.23529411764705885,0.8427910804748535,0.06852542608976364,55,31
3,Gemini 1.5 pro,Kaldi_NL,S,0.35443037974683544,0.18181818181818185,0.2784810126582279,0.8631594777107239,0.1892096996307373,51,31
3,Gemini 1.5 pro,Kaldi_NL,O,0.15384615384615385,0.0,0.07692307692307693,0.8252437114715576,-0.03544403985142708,10,21
3,Gemini 1.5 pro,Kaldi_NL,E,0.15686274509803924,0.0,0.11764705882352941,0.835597813129425,0.025904783979058266,31,25
3,Gemini 1.5 pro,Kaldi_NL,P,0.3037974683544304,0.1038961038961039,0.25316455696202533,0.842822253704071,0.06871013343334198,52,31
4,GPT 3.5 Turbo,Whisper,S,0.34146341463414637,0.024999999999999998,0.2682926829268293,0.8572364449501038,0.15411528944969177,52,37
4,GPT 3.5 Turbo,Whisper,O,0.35,0.10526315789473684,0.3,0.864700198173523,0.198338583111763,22,22
4,GPT 3.5 Turbo,Whisper,E,0.15384615384615383,0.0,0.07692307692307691,0.8206272721290588,-0.06279678642749786,42,17
4,GPT 3.5 Turbo,Whisper,P,0.20512820512820512,0.0,0.1282051282051282,0.8174832463264465,-0.08142537623643875,52,28
4,GPT 3.5 Turbo,Speechmatics,S,0.4050632911392405,0.1038961038961039,0.27848101265822783,0.865020751953125,0.20023788511753082,48,37
4,GPT 3.5 Turbo,Speechmatics,O,0.35,0.05263157894736842,0.3,0.8654326796531677,0.2026785910129547,22,22
4,GPT 3.5 Turbo,Speechmatics,E,0.18181818181818182,0.0,0.09090909090909091,0.8293427228927612,-0.01115709263831377,32,17
4,GPT 3.5 Turbo,Speechmatics,P,0.22535211267605634,0.0,0.16901408450704225,0.8274399638175964,-0.022431083023548126,43,28
4,GPT 3.5 Turbo,Google,S,0.3595505617977528,0.04597701149425287,0.2921348314606742,0.85709148645401,0.1532564014196396,59,37
4,GPT 3.5 Turbo,Google,O,0.3829787234042553,0.044444444444444446,0.29787234042553196,0.8601271510124207,0.17124293744564056,30,22
4,GPT 3.5 Turbo,Google,E,0.15384615384615383,0.0,0.07692307692307691,0.8196648955345154,-0.06849893927574158,42,17
4,GPT 3.5 Turbo,Google,P,0.1411764705882353,0.0,0.09411764705882353,0.8170327544212341,-0.0840945765376091,59,28
4,GPT 3.5 Turbo,Kaldi_NL,S,0.34146341463414637,0.075,0.2682926829268293,0.8641940951347351,0.1953398883342743,51,37
4,GPT 3.5 Turbo,Kaldi_NL,O,0.36000000000000004,0.041666666666666664,0.28,0.8563001751899719,0.1485678255558014,33,22
4,GPT 3.5 Turbo,Kaldi_NL,E,0.14285714285714285,0.0,0.09523809523809525,0.8356153964996338,0.02600896544754505,31,17
4,GPT 3.5 Turbo,Kaldi_NL,P,0.18604651162790697,0.023809523809523808,0.13953488372093023,0.823584258556366,-0.045276422053575516,60,28
4,Gemini 1.5 pro,Whisper,S,0.36065573770491804,0.06666666666666667,0.24590163934426235,0.8445014357566833,0.07865940779447556,92,37
4,Gemini 1.5 pro,Whisper,O,0.0,0.0,0.0,,,3,22
4,Gemini 1.5 pro,Whisper,E,0.17391304347826086,0.0,0.17391304347826086,0.8581641316413879,0.15961191058158875,10,17
4,Gemini 1.5 pro,Whisper,P,0.15267175572519082,0.04651162790697675,0.12213740458015267,0.8187028169631958,-0.07419932633638382,101,28
4,Gemini 1.5 pro,Speechmatics,S,0.33663366336633666,0.020202020202020204,0.23762376237623764,0.8443413376808167,0.07771081477403641,73,37
4,Gemini 1.5 pro,Speechmatics,O,0.3333333333333333,0.0,0.26666666666666666,0.8649314045906067,0.1997085064649582,11,22
4,Gemini 1.5 pro,Speechmatics,E,0.18181818181818182,0.0,0.18181818181818182,0.8486695885658264,0.1033560261130333,9,17
4,Gemini 1.5 pro,Speechmatics,P,0.21739130434782608,0.06666666666666667,0.1956521739130435,0.8293353319168091,-0.01120088528841734,68,28
4,Gemini 1.5 pro,Google,S,0.4,0.08163265306122448,0.28,0.8604347705841064,0.17306560277938843,72,37
4,Gemini 1.5 pro,Google,O,0.4242424242424242,0.06451612903225808,0.30303030303030304,0.8791671395301819,0.28405630588531494,14,22
4,Gemini 1.5 pro,Google,E,0.18181818181818182,0.0,0.18181818181818182,0.8443536758422852,0.07778391987085342,9,17
4,Gemini 1.5 pro,Google,P,0.29268292682926833,0.1,0.2439024390243902,0.822389543056488,-0.05235520005226135,59,28
4,Gemini 1.5 pro,Kaldi_NL,S,0.3333333333333333,0.07142857142857142,0.22807017543859648,0.8564494252204895,0.14945213496685028,85,37
4,Gemini 1.5 pro,Kaldi_NL,O,0.30303030303030304,0.0,0.24242424242424246,0.8638884425163269,0.19352887570858002,14,22
4,Gemini 1.5 pro,Kaldi_NL,E,0.22222222222222224,0.0,0.11111111111111112,0.8298774361610413,-0.007988876663148403,24,17
4,Gemini 1.5 pro,Kaldi_NL,P,0.2894736842105263,0.10810810810810811,0.2368421052631579,0.8463016748428345,0.08932596445083618,46,28
5,GPT 3.5 Turbo,Whisper,S,0.29906542056074764,0.057142857142857155,0.2616822429906542,0.8425079584121704,0.06684791296720505,80,38
5,GPT 3.5 Turbo,Whisper,O,0.36363636363636365,0.22222222222222224,0.36363636363636365,0.8264293074607849,-0.02841929718852043,5,9
5,GPT 3.5 Turbo,Whisper,E,0.21428571428571427,0.0,0.21428571428571427,0.8610745668411255,0.17685644328594208,20,14
5,GPT 3.5 Turbo,Whisper,P,0.16216216216216214,0.0,0.16216216216216214,0.848786473274231,0.10404857993125916,29,10
5,GPT 3.5 Turbo,Speechmatics,S,0.2857142857142857,0.0625,0.24489795918367346,0.8465815186500549,0.0909840539097786,71,38
5,GPT 3.5 Turbo,Speechmatics,O,0.0,0.0,0.0,0.8266623616218567,-0.02703843265771866,7,9
5,GPT 3.5 Turbo,Speechmatics,E,0.10526315789473684,0.0,0.10526315789473684,0.8372824788093567,0.035886552184820175,30,14
5,GPT 3.5 Turbo,Speechmatics,P,0.046511627906976744,0.0,0.046511627906976744,0.8069005012512207,-0.1441289335489273,83,10
5,GPT 3.5 Turbo,Google,S,0.358974358974359,0.10526315789473684,0.3333333333333333,0.8543932437896729,0.13726910948753357,48,38
5,GPT 3.5 Turbo,Google,O,0.1,0.0,0.1,0.8429803848266602,0.06964707374572754,16,9
5,GPT 3.5 Turbo,Google,E,0.11428571428571427,0.0,0.11428571428571427,0.8504692316055298,0.11401904374361038,27,14
5,GPT 3.5 Turbo,Google,P,0.05555555555555555,0.0,0.05555555555555555,0.8179851770401001,-0.07845140248537064,31,10
5,GPT 3.5 Turbo,Kaldi_NL,S,0.32,0.1020408163265306,0.3,0.856717586517334,0.15104101598262787,72,38
5,GPT 3.5 Turbo,Kaldi_NL,O,0.09090909090909091,0.0,0.09090909090909091,0.8389758467674255,0.045919883996248245,18,9
5,GPT 3.5 Turbo,Kaldi_NL,E,0.0816326530612245,0.0,0.0816326530612245,0.830138623714447,-0.006441321223974228,42,14
5,GPT 3.5 Turbo,Kaldi_NL,P,0.0,0.0,0.0,0.7982685565948486,-0.19527384638786316,63,10
5,Gemini 1.5 pro,Whisper,S,0.049999999999999996,0.0,0.049999999999999996,0.8130460977554321,-0.10771581530570984,7,38
5,Gemini 1.5 pro,Whisper,O,0.2105263157894737,0.11764705882352941,0.2105263157894737,0.8464077115058899,0.08995423465967178,14,9
5,Gemini 1.5 pro,Whisper,E,0.14545454545454545,0.0,0.10909090909090909,0.8207737803459167,-0.06192871555685997,49,14
5,Gemini 1.5 pro,Whisper,P,0.2105263157894737,0.0,0.2105263157894737,0.8479142785072327,0.09888076037168503,11,10
5,Gemini 1.5 pro,Speechmatics,S,0.049999999999999996,0.0,0.049999999999999996,0.8130460977554321,-0.10771581530570984,7,38
5,Gemini 1.5 pro,Speechmatics,O,0.22222222222222224,0.125,0.22222222222222224,0.8439308404922485,0.07527859508991241,13,9
5,Gemini 1.5 pro,Speechmatics,E,0.14545454545454545,0.0,0.10909090909090909,0.8218775987625122,-0.05538851022720337,49,14
5,Gemini 1.5 pro,Speechmatics,P,0.26666666666666666,0.0,0.26666666666666666,0.833800196647644,0.015253772027790546,7,10
5,Gemini 1.5 pro,Google,S,0.049999999999999996,0.0,0.049999999999999996,0.8130460977554321,-0.10771581530570984,7,38
5,Gemini 1.5 pro,Google,O,0.22222222222222224,0.125,0.22222222222222224,0.8505871891975403,0.11471795290708542,13,9
5,Gemini 1.5 pro,Google,E,0.1,0.034482758620689655,0.1,0.8161861896514893,-0.08911053091287613,55,14
5,Gemini 1.5 pro,Google,P,0.3,0.0,0.3,0.835569441318512,0.025736678391695023,13,10
5,Gemini 1.5 pro,Kaldi_NL,S,0.13333333333333333,0.04651162790697674,0.13333333333333333,0.8132023215293884,-0.10679017752408981,11,38
5,Gemini 1.5 pro,Kaldi_NL,O,0.16666666666666666,0.0,0.16666666666666666,0.815168559551239,-0.09514006972312927,6,9
5,Gemini 1.5 pro,Kaldi_NL,E,0.13793103448275862,0.0,0.13793103448275862,0.851892352104187,0.12245114147663116,20,14
5,Gemini 1.5 pro,Kaldi_NL,P,0.03333333333333333,0.0,0.03333333333333333,0.8065757155418396,-0.14605331420898438,57,10
6,GPT 3.5 Turbo,Whisper,S,0.3146067415730337,0.06896551724137932,0.26966292134831465,0.8615001440048218,0.17937803268432617,54,41
6,GPT 3.5 Turbo,Whisper,O,0.15384615384615383,0.0,0.15384615384615383,0.8378809094429016,0.03943229839205742,22,23
6,GPT 3.5 Turbo,Whisper,E,0.10256410256410256,0.0,0.10256410256410256,0.8324111104011536,0.007023332174867392,66,16
6,GPT 3.5 Turbo,Whisper,P,0.2807017543859649,0.10909090909090909,0.21052631578947367,0.8434610962867737,0.07249531894922256,27,27
6,GPT 3.5 Turbo,Speechmatics,S,0.358974358974359,0.07894736842105263,0.3076923076923077,0.8655204176902771,0.20319844782352448,43,41
6,GPT 3.5 Turbo,Speechmatics,O,0.15384615384615385,0.0,0.15384615384615385,0.8285606503486633,-0.01579093001782894,8,23
6,GPT 3.5 Turbo,Speechmatics,E,0.11428571428571428,0.0,0.11428571428571428,0.8279048204421997,-0.019676772877573967,22,16
6,GPT 3.5 Turbo,Speechmatics,P,0.05128205128205128,0.0,0.05128205128205128,0.8288519382476807,-0.014065028168261051,10,27
6,GPT 3.5 Turbo,Google,S,0.37499999999999994,0.07692307692307693,0.3,0.8641355633735657,0.19499307870864868,47,41
6,GPT 3.5 Turbo,Google,O,0.16,0.0,0.16,0.8374495506286621,0.03687646612524986,7,23
6,GPT 3.5 Turbo,Google,E,0.15,0.0,0.15,0.8385260105133057,0.04325457289814949,27,16
6,GPT 3.5 Turbo,Google,P,0.20689655172413793,0.07142857142857142,0.20689655172413793,0.8394941687583923,0.04899097979068756,32,27
6,GPT 3.5 Turbo,Kaldi_NL,S,0.345679012345679,0.05063291139240506,0.29629629629629634,0.8627496361732483,0.1867813616991043,46,41
6,GPT 3.5 Turbo,Kaldi_NL,O,0.16,0.0,0.16,0.8374495506286621,0.03687646612524986,7,23
6,GPT 3.5 Turbo,Kaldi_NL,E,0.13114754098360656,0.0,0.13114754098360656,0.8340158462524414,0.016531512141227722,49,16
6,GPT 3.5 Turbo,Kaldi_NL,P,0.28,0.061224489795918366,0.2,0.8463408350944519,0.08955799043178558,74,27
6,Gemini 1.5 pro,Whisper,S,0.2542372881355932,0.03448275862068966,0.13559322033898305,0.8471292853355408,0.09422961622476578,83,41
6,Gemini 1.5 pro,Whisper,O,0.1568627450980392,0.0,0.11764705882352941,0.8353951573371887,0.024704033508896828,36,23
6,Gemini 1.5 pro,Whisper,E,0.1875,0.0,0.1875,0.8415339589118958,0.06107689067721367,19,16
6,Gemini 1.5 pro,Whisper,P,0.0,0.0,0.0,0.8177239894866943,-0.07999895513057709,13,27
6,Gemini 1.5 pro,Speechmatics,S,0.20155038759689922,0.031496062992125984,0.10852713178294575,0.833459734916687,0.013236510567367077,94,41
6,Gemini 1.5 pro,Speechmatics,O,0.17391304347826086,0.0,0.13043478260869565,0.842194676399231,0.06499169021844864,31,23
6,Gemini 1.5 pro,Speechmatics,E,0.2777777777777778,0.0,0.16666666666666663,0.8552938103675842,0.1426050364971161,23,16
6,Gemini 1.5 pro,Speechmatics,P,0.05263157894736842,0.0,0.05263157894736842,0.8247243165969849,-0.03852149471640587,9,27
6,Gemini 1.5 pro,Google,S,0.2931034482758621,0.03508771929824561,0.13793103448275865,0.8413428664207458,0.059944652020931244,81,41
6,Gemini 1.5 pro,Google,O,0.1395348837209302,0.0,0.09302325581395349,0.8246656060218811,-0.038869358599185944,24,23
6,Gemini 1.5 pro,Google,E,0.2777777777777778,0.058823529411764705,0.22222222222222224,0.8483278751373291,0.10133135318756104,22,16
6,Gemini 1.5 pro,Google,P,0.09090909090909091,0.0,0.09090909090909091,0.832679808139801,0.008615385740995407,15,27
6,Gemini 1.5 pro,Kaldi_NL,S,0.26666666666666666,0.03389830508474576,0.13333333333333333,0.842340886592865,0.06585799902677536,85,41
6,Gemini 1.5 pro,Kaldi_NL,O,0.1111111111111111,0.0,0.1111111111111111,0.8263779282569885,-0.02872372232377529,18,23
6,Gemini 1.5 pro,Kaldi_NL,E,0.27586206896551724,0.07407407407407407,0.27586206896551724,0.8606681823730469,0.17444859445095062,16,16
6,Gemini 1.5 pro,Kaldi_NL,P,0.05263157894736842,0.0,0.05263157894736842,0.8281252384185791,-0.01837077923119068,9,27
7,GPT 3.5 Turbo,Whisper,S,0.37288135593220334,0.17543859649122806,0.23728813559322032,0.8548439741134644,0.13993972539901733,36,29
7,GPT 3.5 Turbo,Whisper,O,0.13636363636363638,0.0,0.13636363636363638,0.8467175364494324,0.09178997576236725,30,19
7,GPT 3.5 Turbo,Whisper,E,0.1142857142857143,0.0,0.1142857142857143,0.8271952271461487,-0.02388116531074047,24,15
7,GPT 3.5 Turbo,Whisper,P,0.21176470588235294,0.048192771084337345,0.16470588235294117,0.8363271355628967,0.030226072296500206,61,30
7,GPT 3.5 Turbo,Speechmatics,S,0.3492063492063492,0.09836065573770493,0.2222222222222222,0.8437656164169312,0.07429962605237961,40,29
7,GPT 3.5 Turbo,Speechmatics,O,0.13043478260869565,0.0,0.13043478260869565,0.8428702354431152,0.0689944252371788,32,19
7,GPT 3.5 Turbo,Speechmatics,E,0.1142857142857143,0.0,0.1142857142857143,0.8282005786895752,-0.017924383282661438,24,15
7,GPT 3.5 Turbo,Speechmatics,P,0.15789473684210528,0.05555555555555555,0.15789473684210528,0.8574044704437256,0.15511085093021393,11,30
7,GPT 3.5 Turbo,Google,S,0.34375,0.0967741935483871,0.21875,0.8534685969352722,0.13179050385951996,42,29
7,GPT 3.5 Turbo,Google,O,0.15789473684210528,0.0,0.15789473684210528,0.8555975556373596,0.14440475404262543,23,19
7,GPT 3.5 Turbo,Google,E,0.0,0.0,0.0,0.8174471855163574,-0.08163903653621674,12,15
7,GPT 3.5 Turbo,Google,P,0.13333333333333333,0.046511627906976744,0.13333333333333333,0.8447893261909485,0.08036518096923828,18,30
7,GPT 3.5 Turbo,Kaldi_NL,S,0.32,0.0821917808219178,0.18666666666666668,0.8486449122428894,0.10320981591939926,53,29
7,GPT 3.5 Turbo,Kaldi_NL,O,0.15686274509803924,0.0,0.11764705882352942,0.8491821885108948,0.10639321804046631,38,19
